"","CodAlumno","IdCursoPeriodo","Periodo","SiglaCurso","Seccion","Año","Semestre","NotaFinal","Ranking"
"598",422607,"3E9D5473-DE72-4CCA-B8DB-9CBC50FC4F8B",20231,"MAT1203",10,2023,1,"2.4",66
"599",422609,"3494CA99-328C-4AE2-9A8D-06CA8414B435",20241,"MAT1620",7,2024,1,"4.1",20
"600",422609,"8AE14377-5E48-41A9-992A-945F7537AFF8",20231,"MAT1610",3,2023,1,"2.4",7
"601",422609,"DD94251F-8194-408E-93A2-A257F71A53C3",20232,"MAT1610",14,2023,2,"4.1",5
"602",422610,"278EAF5F-7CD4-41D4-8FCA-2FBCFE71238B",20231,"MAT1620",7,2023,1,"4.2",4
"603",422614,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"4",25
"604",422615,"634FD429-F540-4E36-9DDC-0331B4DF651A",20231,"MAT1610",2,2023,1,"2.6",5
"605",422615,"3D2BAE3A-23A8-448F-9A56-49DFF826B7DC",20241,"MAT1203",9,2024,1,"3.8",59
"606",422615,"BCEC79CA-F644-4A5F-AE31-6BEA8767F677",20242,"MAT1610",2,2024,2,NA,1
"607",422615,"28954F47-6D05-4367-A248-9BAAA5DA62EF",20241,"MAT1610",1,2024,1,"2.5",18
"608",422625,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"5",3
"609",422628,"8246F816-0FF0-4EDA-B9D7-889A7EDE7F7D",20232,"MAT1620",13,2023,2,"4.6",6
"610",422628,"0F9F5B83-9185-4C92-B764-97EF0147B054",20231,"MAT1620",5,2023,1,"3.1",35
"611",422630,"0E91A350-9E15-42D8-9027-15EA168F0AFD",20231,"MAT1620",6,2023,1,"4.1",14
"612",422630,"35A8C736-DE1F-4CE8-B29A-2AAD3831F770",20231,"MAT1203",2,2023,1,"4.5",54
"613",422631,"F57A7E39-AFA0-4326-A0F2-48AD801F02F1",20232,"MAT1620",15,2023,2,"5.2",6
"614",422631,"26B741AD-27E4-4929-A534-CE7784FC7D64",20231,"MAT1620",2,2023,1,"3.7",50
"615",422632,"35A8C736-DE1F-4CE8-B29A-2AAD3831F770",20231,"MAT1203",2,2023,1,"3.7",68
"616",422632,"AE6DABF6-61B2-4F32-B2E3-3F965AF7EBC1",20233,"MAT1610",3,2023,3,"4.8",14
"617",422632,"6200A2EB-2C17-47A8-B46B-685B82A1A5EE",20231,"MAT1610",5,2023,1,"3.4",4
"618",422632,"8765F7C7-84BB-4129-8693-CE4E08B9B1E9",20232,"MAT1610",10,2023,2,"2.9",20
"619",422633,"6200A2EB-2C17-47A8-B46B-685B82A1A5EE",20231,"MAT1610",5,2023,1,"4.5",1
"620",422633,"8246F816-0FF0-4EDA-B9D7-889A7EDE7F7D",20232,"MAT1620",13,2023,2,"4.9",2
"621",422633,"60527C5D-BC41-4C0F-BD80-D592C862D3E0",20231,"MAT1203",1,2023,1,"4.7",33
"622",422635,"634FD429-F540-4E36-9DDC-0331B4DF651A",20231,"MAT1610",2,2023,1,"4.4",2
"623",422635,"F57A7E39-AFA0-4326-A0F2-48AD801F02F1",20232,"MAT1620",15,2023,2,"4.8",8
"624",422636,"0E91A350-9E15-42D8-9027-15EA168F0AFD",20231,"MAT1620",6,2023,1,"4.1",14
"625",422642,"0E91A350-9E15-42D8-9027-15EA168F0AFD",20231,"MAT1620",6,2023,1,"4.5",4
"626",422642,"35A8C736-DE1F-4CE8-B29A-2AAD3831F770",20231,"MAT1203",2,2023,1,"4.4",55
"627",422643,"46EEED83-6167-4F48-AAFA-463E21552DCB",20231,"MAT1620",3,2023,1,"2.4",8
"628",422643,"F57A7E39-AFA0-4326-A0F2-48AD801F02F1",20232,"MAT1620",15,2023,2,"4",16
"629",422643,"48304288-69BD-4A79-9089-E230A3A44622",20231,"MAT1203",9,2023,1,"4",35
"630",422644,"0DB40BF1-AAEA-40A1-90E2-C12DD8B2DE0D",20241,"MAT1610",20,2024,1,"3.1",49
"631",422648,"278EAF5F-7CD4-41D4-8FCA-2FBCFE71238B",20231,"MAT1620",7,2023,1,"1.9",17
"632",422648,"D3AE667A-7661-4A13-A9A8-B683F909AE1F",20232,"MAT1620",1,2023,2,"4",59
"633",422654,"0F9F5B83-9185-4C92-B764-97EF0147B054",20231,"MAT1620",5,2023,1,"4.5",3
"634",422656,"F57A7E39-AFA0-4326-A0F2-48AD801F02F1",20232,"MAT1620",15,2023,2,"3.6",19
"635",422656,"7D38EC77-CCA9-4B6D-A71E-73008011D878",20231,"MAT1620",4,2023,1,"2.7",23
"636",422656,"0409B936-B376-47B2-A785-8766712B49E5",20233,"MAT1620",1,2023,3,"4.1",8
"637",422663,"0E91A350-9E15-42D8-9027-15EA168F0AFD",20231,"MAT1620",6,2023,1,"6",1
"638",422664,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"4.3",12
"639",426133,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"4.8",57
"640",426133,"38C9A27C-8505-4FAD-AF3B-4399C984F0A0",20233,"MAT1620",2,2023,3,"4.9",20
"641",426133,"5090A1B3-3039-4F37-BC38-AC79B4B604DF",20232,"MAT1203",7,2023,2,"4.7",6
"642",426133,"E29FC607-FCD3-4583-B907-C89381E2B5BD",20232,"MAT1610",11,2023,2,"4.6",1
"643",426141,"26B741AD-27E4-4929-A534-CE7784FC7D64",20231,"MAT1620",2,2023,1,"3.4",60
"644",426141,"E038C2DE-BEEA-498E-A944-DFFF10B3A1BD",20232,"MAT1620",5,2023,2,"4.7",44
"645",426142,"0F9F5B83-9185-4C92-B764-97EF0147B054",20231,"MAT1620",5,2023,1,"4.1",10
"646",426143,"F54C199D-8DD2-4480-8F0B-1467179EA18A",20232,"MAT1620",2,2023,2,"3.6",60
"647",426143,"38C9A27C-8505-4FAD-AF3B-4399C984F0A0",20233,"MAT1620",2,2023,3,"4.2",45
"648",426143,"26B741AD-27E4-4929-A534-CE7784FC7D64",20231,"MAT1620",2,2023,1,"3.7",50
"649",426145,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"4.3",12
"650",426207,"6FC7B952-C2B8-4607-91E0-5A28BAAFC685",20232,"MAT1620",10,2023,2,"5.2",8
"651",426207,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"3.5",42
"652",426209,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"3.4",46
"653",426209,"E038C2DE-BEEA-498E-A944-DFFF10B3A1BD",20232,"MAT1620",5,2023,2,"5.3",23
"654",426210,"7D38EC77-CCA9-4B6D-A71E-73008011D878",20231,"MAT1620",4,2023,1,"3.7",13
"655",426210,"E038C2DE-BEEA-498E-A944-DFFF10B3A1BD",20232,"MAT1620",5,2023,2,"4.9",35
"656",426218,"67215493-6AE0-4FEC-A01B-522013D93D86",20232,"MAT1610",9,2023,2,"2.7",42
"657",426218,"C871F377-3DDE-4D59-92DF-73368A930932",20231,"QIM100E",6,2023,1,"4.3",51
"658",426218,"96F9338D-D119-4F72-941E-757408A0BFE3",20241,"MAT1610",10,2024,1,"3.7",43
"659",426218,"74162C8A-0C59-4EBE-BA8E-9E7F62A0DD8F",20232,"MAT1203",8,2023,2,"4",30
"660",426218,"E156C86F-776F-466C-A364-CBC71BCCB738",20231,"MAT1610",6,2023,1,"2.3",3
"661",426218,"48304288-69BD-4A79-9089-E230A3A44622",20231,"MAT1203",9,2023,1,"3.7",39
"662",426219,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"3.4",96
"663",426219,"67215493-6AE0-4FEC-A01B-522013D93D86",20232,"MAT1610",9,2023,2,"3",39
"664",426219,"C871F377-3DDE-4D59-92DF-73368A930932",20231,"QIM100E",6,2023,1,"2.4",66
"665",426219,"EF4E0C05-0E54-4C86-AEC3-C2D155174CF1",20231,"MAT1610",9,2023,1,"1.5",60
"666",426219,"506901EB-5DC2-4880-8E95-C6D6AC79EF52",20233,"MAT1610",2,2023,3,"3.1",30
"667",426220,"C871F377-3DDE-4D59-92DF-73368A930932",20231,"QIM100E",6,2023,1,"4.4",47
"668",426220,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"4",25
"669",426220,"48304288-69BD-4A79-9089-E230A3A44622",20231,"MAT1203",9,2023,1,"4.1",31
"670",426221,"13D7DEB2-B8B4-426E-A96B-15811CC0FB5B",20242,"QIM100E",1,2024,2,NA,1
"671",426221,"6EE4EC3A-CCAB-46C7-92AA-583FFC7FE2B9",20241,"QIM100E",6,2024,1,"2.3",65
"672",426221,"F2795226-1C3A-41F6-A4D8-8F96812A7AB8",20241,"MAT1610",11,2024,1,"1.7",60
"673",426221,"C7CDE80E-DFDE-4B01-9020-A1B3302EF2A6",20242,"MAT1610",5,2024,2,NA,1
"674",426221,"506901EB-5DC2-4880-8E95-C6D6AC79EF52",20233,"MAT1610",2,2023,3,"1.7",36
"675",426222,"C44B59A9-BAE4-4FBB-A636-124B1EF49F98",20232,"MAT1203",1,2023,2,"2.9",17
"676",426222,"13D7DEB2-B8B4-426E-A96B-15811CC0FB5B",20242,"QIM100E",1,2024,2,NA,1
"677",426222,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"3.5",94
"678",426222,"82C933BE-690F-4C5F-93AB-4CE0463449D5",20231,"MAT1610",10,2023,1,"1.6",67
"679",426222,"E3157044-845F-41E3-9222-5090FDC5A164",20242,"MAT1203",4,2024,2,NA,1
"680",426222,"C871F377-3DDE-4D59-92DF-73368A930932",20231,"QIM100E",6,2023,1,"3",64
"681",426222,"C6D80CB3-5AE5-40AD-94A2-85205D675BEE",20231,"MAT1203",11,2023,1,"2.2",61
"682",426222,"C7CDE80E-DFDE-4B01-9020-A1B3302EF2A6",20242,"MAT1610",5,2024,2,NA,1
"683",426223,"83C6959B-D11C-4F19-8645-3EEB4D070FF9",20232,"MAT1620",9,2023,2,"5.8",10
"684",426223,"C871F377-3DDE-4D59-92DF-73368A930932",20231,"QIM100E",6,2023,1,"4.6",37
"685",426223,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"3.5",42
"686",426223,"48304288-69BD-4A79-9089-E230A3A44622",20231,"MAT1203",9,2023,1,"4.6",22
"687",426224,"2A1AE5C7-C169-495C-9F42-10DEE1E0B62F",20232,"MAT1620",4,2023,2,"5.4",34
"688",426224,"82C933BE-690F-4C5F-93AB-4CE0463449D5",20231,"MAT1610",10,2023,1,"5.3",28
"689",426224,"3E9D5473-DE72-4CCA-B8DB-9CBC50FC4F8B",20231,"MAT1203",10,2023,1,"5.6",14
"690",426224,"7BC78B7B-0DB2-429F-9307-ACD25D0E58DB",20231,"QIM100E",8,2023,1,"5.7",8
"691",426225,"38C9A27C-8505-4FAD-AF3B-4399C984F0A0",20233,"MAT1620",2,2023,3,"4.6",34
"692",426225,"67215493-6AE0-4FEC-A01B-522013D93D86",20232,"MAT1610",9,2023,2,"4.3",22
"693",426225,"14B8BE59-FF71-4FF0-8EC6-5C5B7BA657ED",20231,"MAT1203",4,2023,1,"3.6",53
"694",426225,"52FE0267-5AA5-4275-A03C-B4620EB600D1",20232,"MAT1203",3,2023,2,"5.2",2
"695",426225,"9AECE77B-0B68-4EE6-97C2-C562AE9C1BE7",20231,"QIM100E",3,2023,1,"4.6",49
"696",426225,"F62ADD7C-E1DE-483F-9218-ECF7095E8E2E",20231,"MAT1610",16,2023,1,"3.3",43
"697",426226,"579C9BBB-C41B-452C-B0DB-059F3E9CD9BC",20241,"MAT1610",9,2024,1,"2.9",58
"698",426226,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"3.8",91
"699",426226,"83E27C0D-FE0D-486C-B8FC-3366A132173B",20232,"MAT1610",5,2023,2,"2.5",65
"700",426226,"C871F377-3DDE-4D59-92DF-73368A930932",20231,"QIM100E",6,2023,1,"3.6",60
"701",426226,"C6D80CB3-5AE5-40AD-94A2-85205D675BEE",20231,"MAT1203",11,2023,1,"2.1",62
"702",426226,"4AA6B5D8-9606-4315-B9CD-A3F13D3A1B19",20241,"QIM100E",3,2024,1,"4.4",70
"703",426226,"EF4E0C05-0E54-4C86-AEC3-C2D155174CF1",20231,"MAT1610",9,2023,1,"1.5",60
"704",426226,"506901EB-5DC2-4880-8E95-C6D6AC79EF52",20233,"MAT1610",2,2023,3,"3.6",26
"705",426227,"2A1AE5C7-C169-495C-9F42-10DEE1E0B62F",20232,"MAT1620",4,2023,2,"6",19
"706",426227,"101875A5-984C-40BF-840F-1489F4295074",20231,"QIM100E",10,2023,1,"4.9",22
"707",426227,"82C933BE-690F-4C5F-93AB-4CE0463449D5",20231,"MAT1610",10,2023,1,"6.3",6
"708",426227,"3E9D5473-DE72-4CCA-B8DB-9CBC50FC4F8B",20231,"MAT1203",10,2023,1,"5.9",10
"709",426228,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"4.7",66
"710",426228,"83E27C0D-FE0D-486C-B8FC-3366A132173B",20232,"MAT1610",5,2023,2,"4.5",28
"711",426228,"81C07BA6-51F6-4639-8507-9600AF431FB8",20241,"MAT1620",2,2024,1,"2.4",49
"712",426228,"52FE0267-5AA5-4275-A03C-B4620EB600D1",20232,"MAT1203",3,2023,2,"2.1",41
"713",426228,"198E3878-AD6E-4F5E-BA68-B9DC0B2DF547",20231,"MAT1610",13,2023,1,"2.3",56
"714",426228,"2D636F28-C4C8-4076-A227-C333BC94AF50",20242,"MAT1620",4,2024,2,NA,1
"715",426228,"9AECE77B-0B68-4EE6-97C2-C562AE9C1BE7",20231,"QIM100E",3,2023,1,"3.3",71
"716",426228,"BD6F50A5-BA18-41E4-BBA3-D32C00000903",20242,"MAT1203",8,2024,2,NA,1
"717",426228,"874A5FD4-16CD-481A-869E-E279879A011A",20241,"MAT1203",7,2024,1,"2.3",58
"718",426235,"1FF97DA3-07A0-4AEE-A95F-19B1D9A12AB7",20241,"MAT1203",5,2024,1,"3.6",48
"719",426235,"598D84DD-5D71-4CCC-924B-F6E3C2040A99",20241,"MAT1610",4,2024,1,"3.7",4
"720",426236,"3494CA99-328C-4AE2-9A8D-06CA8414B435",20241,"MAT1620",7,2024,1,"2.8",25
"721",426236,"EDB90A77-8811-4513-B9D5-3EAE4FF45332",20233,"MAT1610",1,2023,3,"4.1",9
"722",426236,"3D2BAE3A-23A8-448F-9A56-49DFF826B7DC",20241,"MAT1203",9,2024,1,"2.8",66
"723",426236,"3247224C-D824-4A69-9BE9-82DDFA395964",20242,"MAT1203",7,2024,2,NA,1
"724",426236,"74162C8A-0C59-4EBE-BA8E-9E7F62A0DD8F",20232,"MAT1203",8,2023,2,"3.7",34
"725",426236,"283947C3-A48F-41BF-B461-B298E91D6DC4",20242,"MAT1620",12,2024,2,NA,1
"726",426236,"8765F7C7-84BB-4129-8693-CE4E08B9B1E9",20232,"MAT1610",10,2023,2,"2.8",22
"727",426299,"0AEEF5F8-BA3C-42C1-8901-29ED83BE5AB5",20232,"MAT1620",8,2023,2,"4.5",54
"728",426299,"0F9F5B83-9185-4C92-B764-97EF0147B054",20231,"MAT1620",5,2023,1,"3.8",24
"729",426303,"2892D0EE-396A-4753-A520-22D4F4225E9A",20241,"MAT1620",6,2024,1,"2.8",32
"730",426303,"52FE0267-5AA5-4275-A03C-B4620EB600D1",20232,"MAT1203",3,2023,2,"4.8",13
"731",426303,"506901EB-5DC2-4880-8E95-C6D6AC79EF52",20233,"MAT1610",2,2023,3,"4.7",6
"732",426303,"3EFBD6A3-240D-4A8B-B368-D74E77F139CA",20242,"MAT1620",1,2024,2,NA,1
"733",426305,"26B741AD-27E4-4929-A534-CE7784FC7D64",20231,"MAT1620",2,2023,1,"3.4",60
"734",426305,"6FD4DAE1-0EF3-4EDD-89EB-D95EC77B3C66",20232,"MAT1620",7,2023,2,"5",34
"735",426308,"F54C199D-8DD2-4480-8F0B-1467179EA18A",20232,"MAT1620",2,2023,2,"5.6",14
"736",426308,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"3.8",35
"737",426312,"4B9F6345-4BD4-4BD7-A53D-0149774A0B1F",20241,"MAT1620",5,2024,1,"3.6",59
"738",426312,"101875A5-984C-40BF-840F-1489F4295074",20231,"QIM100E",10,2023,1,"3.6",58
"739",426312,"63289025-57B3-42F1-8789-2BF2C7A6F113",20232,"QIM100E",1,2023,2,"4.8",57
"740",426312,"67215493-6AE0-4FEC-A01B-522013D93D86",20232,"MAT1610",9,2023,2,"2.7",42
"741",426312,"ABB2D29C-FD36-4D67-AC85-9A0901873AD3",20242,"MAT1620",9,2024,2,NA,1
"742",426312,"506901EB-5DC2-4880-8E95-C6D6AC79EF52",20233,"MAT1610",2,2023,3,"4",21
"743",426313,"0AEEF5F8-BA3C-42C1-8901-29ED83BE5AB5",20232,"MAT1620",8,2023,2,"5.2",29
"744",426313,"8E0F2E27-51BC-40B0-AB2C-320ACB406D1B",20231,"QIM100E",7,2023,1,"4.3",64
"745",426313,"7D38EC77-CCA9-4B6D-A71E-73008011D878",20231,"MAT1620",4,2023,1,"3.5",16
"746",426315,"6FC7B952-C2B8-4607-91E0-5A28BAAFC685",20232,"MAT1620",10,2023,2,"5",9
"747",426315,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"2.2",61
"748",426316,"0F9F5B83-9185-4C92-B764-97EF0147B054",20231,"MAT1620",5,2023,1,"4",16
"749",426318,"26B741AD-27E4-4929-A534-CE7784FC7D64",20231,"MAT1620",2,2023,1,"4.5",15
"750",426320,"1973D69A-8D85-4D51-AAA1-009F60D45DCB",20231,"MAT1203",12,2023,1,"3.6",63
"751",426320,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"1.7",63
"752",426320,"5090A1B3-3039-4F37-BC38-AC79B4B604DF",20232,"MAT1203",7,2023,2,"4.3",13
"753",426320,"D3AE667A-7661-4A13-A9A8-B683F909AE1F",20232,"MAT1620",1,2023,2,"4",59
"754",426324,"F54C199D-8DD2-4480-8F0B-1467179EA18A",20232,"MAT1620",2,2023,2,"4.6",39
"755",426324,"7BC78B7B-0DB2-429F-9307-ACD25D0E58DB",20231,"QIM100E",8,2023,1,"4.7",49
"756",426324,"26B741AD-27E4-4929-A534-CE7784FC7D64",20231,"MAT1620",2,2023,1,"3.6",54
"757",426325,"38C9A27C-8505-4FAD-AF3B-4399C984F0A0",20233,"MAT1620",2,2023,3,"5",18
"758",426325,"26B741AD-27E4-4929-A534-CE7784FC7D64",20231,"MAT1620",2,2023,1,"3.2",62
"759",426325,"E038C2DE-BEEA-498E-A944-DFFF10B3A1BD",20232,"MAT1620",5,2023,2,"3.9",75
"760",426326,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"3.7",39
"761",426326,"92D23B1A-BC6B-4874-881E-A90B11944990",20232,"MAT1203",5,2023,2,"5",14
"762",426326,"D3AE667A-7661-4A13-A9A8-B683F909AE1F",20232,"MAT1620",1,2023,2,"4.2",52
"763",426326,"60527C5D-BC41-4C0F-BD80-D592C862D3E0",20231,"MAT1203",1,2023,1,"3.6",57
"764",426327,"35A8C736-DE1F-4CE8-B29A-2AAD3831F770",20231,"MAT1203",2,2023,1,"3.3",70
"765",426327,"83E27C0D-FE0D-486C-B8FC-3366A132173B",20232,"MAT1610",5,2023,2,"5",10
"766",426327,"38C9A27C-8505-4FAD-AF3B-4399C984F0A0",20233,"MAT1620",2,2023,3,"4.9",20
"767",426327,"333DD8D0-7101-4F21-8043-AE6B6D175183",20231,"MAT1610",15,2023,1,"3.2",49
"768",426327,"52FE0267-5AA5-4275-A03C-B4620EB600D1",20232,"MAT1203",3,2023,2,"4.7",17
"769",426328,"F54C199D-8DD2-4480-8F0B-1467179EA18A",20232,"MAT1620",2,2023,2,"4.2",52
"770",426328,"7D38EC77-CCA9-4B6D-A71E-73008011D878",20231,"MAT1620",4,2023,1,"3.6",14
"771",426334,"83C6959B-D11C-4F19-8645-3EEB4D070FF9",20232,"MAT1620",9,2023,2,"4",63
"772",426334,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"2.7",58
"773",426336,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"4.3",12
"774",426337,"315A8D7E-6535-4195-A1B6-5B66DB39E3CA",20241,"QIM100E",8,2024,1,"3.2",85
"775",426337,"333DD8D0-7101-4F21-8043-AE6B6D175183",20231,"MAT1610",15,2023,1,"2",54
"776",426337,"9AECE77B-0B68-4EE6-97C2-C562AE9C1BE7",20231,"QIM100E",3,2023,1,"3.2",73
"777",426339,"101875A5-984C-40BF-840F-1489F4295074",20231,"QIM100E",10,2023,1,"4.9",22
"778",426339,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"4.4",9
"779",426341,"2892D0EE-396A-4753-A520-22D4F4225E9A",20241,"MAT1620",6,2024,1,"3",31
"780",426341,"83C6959B-D11C-4F19-8645-3EEB4D070FF9",20232,"MAT1620",9,2023,2,"2.4",75
"781",426341,"26B741AD-27E4-4929-A534-CE7784FC7D64",20231,"MAT1620",2,2023,1,"3.2",62
"782",426342,"1973D69A-8D85-4D51-AAA1-009F60D45DCB",20231,"MAT1203",12,2023,1,"4.2",55
"783",426342,"26B741AD-27E4-4929-A534-CE7784FC7D64",20231,"MAT1620",2,2023,1,"3",67
"784",426342,"E038C2DE-BEEA-498E-A944-DFFF10B3A1BD",20232,"MAT1620",5,2023,2,"5.8",17
"785",426343,"F54C199D-8DD2-4480-8F0B-1467179EA18A",20232,"MAT1620",2,2023,2,"4",56
"786",426343,"26B741AD-27E4-4929-A534-CE7784FC7D64",20231,"MAT1620",2,2023,1,"2.8",69
"787",426345,"0E91A350-9E15-42D8-9027-15EA168F0AFD",20231,"MAT1620",6,2023,1,"4.5",4
"788",426349,"0E91A350-9E15-42D8-9027-15EA168F0AFD",20231,"MAT1620",6,2023,1,"3.1",27
"789",426349,"2832374B-C04B-4C0C-8DE5-2562F67F7404",20232,"MAT1620",6,2023,2,"3.6",64
"790",426349,"D26A6EEA-5393-43DD-918C-E6890A13F577",20241,"MAT1620",1,2024,1,"5.1",2
"791",426351,"3494CA99-328C-4AE2-9A8D-06CA8414B435",20241,"MAT1620",7,2024,1,"P",27
"792",426351,"F54C199D-8DD2-4480-8F0B-1467179EA18A",20232,"MAT1620",2,2023,2,"2.1",64
"793",426351,"0409B936-B376-47B2-A785-8766712B49E5",20233,"MAT1620",1,2023,3,"3.4",13
"794",426351,"F62ADD7C-E1DE-483F-9218-ECF7095E8E2E",20231,"MAT1610",16,2023,1,"4.5",26
"795",426352,"101875A5-984C-40BF-840F-1489F4295074",20231,"QIM100E",10,2023,1,"4.6",38
"796",426352,"0AEEF5F8-BA3C-42C1-8901-29ED83BE5AB5",20232,"MAT1620",8,2023,2,"4",63
"797",426352,"0F9F5B83-9185-4C92-B764-97EF0147B054",20231,"MAT1620",5,2023,1,"2.8",38
"798",426353,"101875A5-984C-40BF-840F-1489F4295074",20231,"QIM100E",10,2023,1,"4.9",22
"799",426353,"52FE0267-5AA5-4275-A03C-B4620EB600D1",20232,"MAT1203",3,2023,2,"4.5",19
"800",426353,"D3AE667A-7661-4A13-A9A8-B683F909AE1F",20232,"MAT1620",1,2023,2,"4.1",56
"801",426354,"D3AE667A-7661-4A13-A9A8-B683F909AE1F",20232,"MAT1620",1,2023,2,"4.9",23
"802",426354,"26B741AD-27E4-4929-A534-CE7784FC7D64",20231,"MAT1620",2,2023,1,"3.7",50
"803",426356,"1973D69A-8D85-4D51-AAA1-009F60D45DCB",20231,"MAT1203",12,2023,1,"4",59
"804",426356,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"3.3",51
"805",426356,"E038C2DE-BEEA-498E-A944-DFFF10B3A1BD",20232,"MAT1620",5,2023,2,"4.4",60
"806",426357,"F54C199D-8DD2-4480-8F0B-1467179EA18A",20232,"MAT1620",2,2023,2,"3.1",62
"807",426357,"0E91A350-9E15-42D8-9027-15EA168F0AFD",20231,"MAT1620",6,2023,1,"2.8",30
"808",426357,"38C9A27C-8505-4FAD-AF3B-4399C984F0A0",20233,"MAT1620",2,2023,3,"4.9",20
"809",426358,"0E91A350-9E15-42D8-9027-15EA168F0AFD",20231,"MAT1620",6,2023,1,"3.1",27
"810",426358,"60527C5D-BC41-4C0F-BD80-D592C862D3E0",20231,"MAT1203",1,2023,1,"4.1",51
"811",426358,"E038C2DE-BEEA-498E-A944-DFFF10B3A1BD",20232,"MAT1620",5,2023,2,"4.1",73
"812",426360,"0F9F5B83-9185-4C92-B764-97EF0147B054",20231,"MAT1620",5,2023,1,"4.1",10
"813",426361,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"5.2",1
"814",426362,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"4",25
"815",426364,"0E91A350-9E15-42D8-9027-15EA168F0AFD",20231,"MAT1620",6,2023,1,"4.1",14
"816",426367,"0AEEF5F8-BA3C-42C1-8901-29ED83BE5AB5",20232,"MAT1620",8,2023,2,"5",33
"817",426367,"26B741AD-27E4-4929-A534-CE7784FC7D64",20231,"MAT1620",2,2023,1,"3.7",50
"818",426368,"26B741AD-27E4-4929-A534-CE7784FC7D64",20231,"MAT1620",2,2023,1,"4",35
"819",426369,"F54C199D-8DD2-4480-8F0B-1467179EA18A",20232,"MAT1620",2,2023,2,"4",56
"820",426369,"26B741AD-27E4-4929-A534-CE7784FC7D64",20231,"MAT1620",2,2023,1,"3.6",54
"821",426371,"13D7DEB2-B8B4-426E-A96B-15811CC0FB5B",20242,"QIM100E",1,2024,2,NA,1
"822",426371,"26B741AD-27E4-4929-A534-CE7784FC7D64",20231,"MAT1620",2,2023,1,"5",5
"823",426388,"B09D476B-A164-4917-A46B-4FFE0D61051E",20242,"MAT1620",3,2024,2,NA,1
"824",426388,"81C07BA6-51F6-4639-8507-9600AF431FB8",20241,"MAT1620",2,2024,1,"3.6",39
"825",426388,"48304288-69BD-4A79-9089-E230A3A44622",20231,"MAT1203",9,2023,1,"2.9",43
"826",426465,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"3",55
"827",426465,"6FD4DAE1-0EF3-4EDD-89EB-D95EC77B3C66",20232,"MAT1620",7,2023,2,"4.2",59
"828",426467,"26B741AD-27E4-4929-A534-CE7784FC7D64",20231,"MAT1620",2,2023,1,"4.9",7
"829",426469,"2A1AE5C7-C169-495C-9F42-10DEE1E0B62F",20232,"MAT1620",4,2023,2,"4.2",66
"830",426469,"6A4C4673-D332-41A6-AC99-8E6C5DAE62A4",20231,"MAT1620",1,2023,1,"1.8",62
"831",426498,"0F9F5B83-9185-4C92-B764-97EF0147B054",20231,"MAT1620",5,2023,1,"3.2",32
"832",426498,"6FD4DAE1-0EF3-4EDD-89EB-D95EC77B3C66",20232,"MAT1620",7,2023,2,"5.5",16
"833",426499,"7BC78B7B-0DB2-429F-9307-ACD25D0E58DB",20231,"QIM100E",8,2023,1,"4.6",56
"834",426502,"5090A1B3-3039-4F37-BC38-AC79B4B604DF",20232,"MAT1203",7,2023,2,"1.3",33
"835",426502,"2196F1B8-0160-4D4C-9C4B-E7F4CF4FCF34",20232,"MAT1610",6,2023,2,"1.6",4
